"WT_DW_1"	"WT_DW_2"	"WT_DW_3"	"WT_JA__10"	"WT_JA__11"	"WT_JA_4_28"	"WT_DW_41"	"WT_JA_41"	"myb47_95DW6_21"	"myb47_95JA6_31"	"myb47_95JA7_32"	"myb47_95JA9_24"	"myb47_95_DW5_27"	"myb47_95_DW__7"	"myb47_95DW_41"	"myb47_95JA_41"	"mycTKO_DW_4"	"mycTKO_DW_5"	"mycTKO_DW_6_20"	"mycTKO_DW_41"	"mycTKO_JA_13"	"mycTKO_JA_14"	"mycTKO_JA_15"	"mycTKO_JA_41"
"AT1G02680"	300.038	308.096	344.792	259.259	260.371	404.911	273.335	276	291.508	273.567	216.363	162.193	257.346	278	343.53	282.522	324	262.093	267.519	324.042	276.721	278.188	169.015	222.414
"AT1G02690"	84.015	151.017	103	79.288	84.872	80.795	76.159	56.008	104.459	91.943	118	97.809	101.998	124	169.647	44	196.612	140.511	143.094	105	113.702	71.014	79	69.025
"AT1G02720"	93	93	106.22	84.014	78	67.001	137.883	57.001	71.979	81.935	63.058	57	67.75	107	132.007	60.005	124	94.196	103	110	88.566	80.781	67	70
"AT1G02730"	80.009	237.002	166.003	79	96.515	39	178.999	56.043	160.86	113.326	133.012	215.982	161.937	220.064	166	17.043	304.038	151.784	194.53	120	64.125	55	68.005	23.197
"AT1G02740"	283.689	334.458	282.943	208.849	205.676	169.015	289.536	109.19	235.346	223.851	117.276	107.001	129.07	281.524	258.093	133	313.069	255.787	258.44	283	197.149	197.15	132.007	147.942
"AT1G02750"	409.857	435.007	417.879	301.324	307.391	228.002	308.486	376.145	302.115	363.176	287.858	242.662	319.359	378.786	409.744	281.102	427.032	414.463	353.906	401.94	298.97	323.649	227.675	300.745
"AT1G02770"	22	11	13	6	3	9	11	22	21	13	20	9	16	21	21	17	46	48	22	24	32.936	38.235	25	29.462
"AT1G02780"	9560.677	12807.203	11838.928	8494.078	8272.986	19003.215	8854.146	5971.341	11541.622	8628.889	6822.989	5070.342	6567.245	12364.216	9968.74	6480.637	19552.87	13350.748	9407.766	11496.304	13973.897	15152.046	13500.781	11429.709
"AT1G02816"	380.488	436.685	425.205	504.342	458.207	733.629	235.544	580.49	287.634	395.606	721.748	576.585	734.875	469.604	351.009	601.276	385.709	316.358	418.913	297.408	464.6	398.221	293	432.853
"AT1G02820"	73.294	76.505	76	51.032	82	151.819	417.683	113	50.064	68.001	129.579	69.004	116.462	91	857.976	55	119	129.388	68.997	570.258	80.997	58	53	274.842
"AT1G02840"	2186.265	3019.827	2583.831	1904.879	1979.911	2103.401	1735.704	1492.787	2323.255	2058.516	1458.49	1165.376	1530.837	2068.181	1609.136	1505.576	2634.765	1959.805	1765.599	1970.188	1763.672	1790.626	1666.797	1491.225
"AT1G02850"	2392.62	2538.901	2374.851	3066.808	3026.113	2364.586	1733.816	4214.528	2464.361	3656.206	3025.355	3221.289	4198.128	2648.135	1582.797	4345.875	2417.305	2049.32	2657.344	1352.082	4448.13	4444.584	3282.086	4964.525
"AT1G02860"	267.986	290.996	307.475	389.033	306.177	469.008	267.601	453.079	250.531	308.171	393.141	333.324	467.153	249.031	267.054	450.341	296.993	305.48	298.851	290	301.938	294.867	194	295
"AT1G02870"	329.191	350.551	336.235	283.491	246.701	316.909	247.429	101.977	355.871	319.101	178.004	140.834	148.846	383.981	303.006	104.131	547.682	415.61	340.7	378	365.111	461.678	364.029	267.389
"AT1G02880"	606.062	615.661	511.996	494.959	457.204	301.937	658.358	349.998	572.164	562.15	556.141	345.75	488.098	647.003	678.237	488.924	762.701	622.719	612.623	612.176	836.747	815.133	546.198	962.346
"AT1G02890"	2516.535	3677.346	3383.718	2129.908	2034.407	933.571	2918.904	2292.251	2710.179	1836.518	2010.642	2098.875	2419.596	2482.449	2487.71	1956.849	3707.441	2764.262	2394.52	2903.847	2573.649	2851.269	2163.056	2127.571
"AT1G02900"	44.062	53	73.989	37	45.119	57	7	84	14.984	29.936	60.208	61.999	72.006	6	8	45.054	37	22	9	18	14.999	12	12	6
"AT1G02910"	1266.359	1540.453	1404.561	915.615	839.383	1192.939	1547.27	1373.957	1119.124	869.233	1404.067	1130.868	1353.07	1147.64	1920.082	1020.674	1459.002	1220.569	1130.35	1926.049	1052.606	1037.646	798.283	1130.309
"AT1G02920"	17589.197	20380.281	22759.516	21303.322	18126.968	10753.447	3074.915	853.327	9910.964	9997.642	3888.595	854.933	1320.049	7471.19	3794.762	1265.711	18775.568	17211.595	8067.636	7417.589	19252.832	16318.689	13126.705	10283.38
"AT1G02930"	27122.65	29727.309	32775.418	36631.651	33869.798	31296.735	16979.575	7862.968	17616.254	27201.816	34658.71	24669.346	29698.092	35179.35	16653.928	7127.754	38454.9	35026.399	33182.612	18492.266	45239.653	40363.109	30579.3	21709.669
"AT1G02940"	14.121	11	23	37	37	36.049	145.12	73	6	38	218.877	181	192.079	100.349	105.101	49	39	27.148	81.001	56	35	21.001	17	26
"AT1G02950"	88.253	80	68	47	69.002	93	62.504	78	66.251	97.024	74.011	123.673	130.312	95	47	27	94	63.894	90.932	40	26.026	26.07	25	27
"AT1G02960"	469.99	472.687	428.972	388.904	376.174	392.227	426.799	341.001	434.422	393.129	229.466	198.79	242	430.601	344.758	269.242	491.042	462.874	423.101	514.1	418.356	373.23	255.237	298.475
"AT1G02970"	27.171	35	30	29.591	37	14	21.824	6	29.002	30.771	30	27	36.969	36	29	24	65	76	49	33	49	58	33	27.015
"AT1G02990"	535.729	820.115	763.485	556.734	495.907	293.093	551.173	514.993	600.101	481.124	431.56	543.561	603.984	521.65	493.041	533.763	696.684	613.645	594.151	663.91	543.836	489.616	397.92	322.834
"AT1G03000"	766.807	1000.262	885.112	613.887	563.035	177.067	716.846	447.038	617.09	512.116	449.641	456.012	507.735	685.042	760.054	447.213	758.639	648.799	690.515	811.077	527.026	548.271	445.918	493.059
"AT1G03010"	18	27	24	14	21	6	4	2	13	33.001	0	1	2	24	6	0	16	20	38	2	9.996	7	5	2
"AT1G03030"	632.431	752.076	686.218	620.439	578.343	636.904	550.512	575.042	575.113	619.43	652.45	540.827	649.132	639.159	608.12	575.245	822.641	683.748	657.925	619.716	708.966	651.197	530.993	597.067
"AT1G03040"	1292.829	1767.89	1421.992	1013.079	1161.242	1244.263	979.052	1456.238	1378.002	1269.873	1436.917	1137.369	1386.372	1177.42	1202.068	1474.925	1705.233	1302.681	1184.552	1335.079	1308.19	1457.621	987.138	1157.182
"AT1G03055"	66.009	78.997	68	28	22.005	9	202.509	41	26.021	26	128.97	49	58	52	278.904	31	66.009	57	53	125	24	27	22	46.895
"AT1G03060"	1659.097	2420.175	2267.906	1140.195	1061.402	334.511	1606.137	921.932	1459.861	997.299	702.561	853.377	1049.248	1332.188	1350.302	1071.715	2106.258	1584.054	1256.768	2003.426	1176.76	1406.14	1173.077	845.061
"AT1G03080"	2465.931	3384.101	3280.063	3048.3	2796.676	3352.133	1591.558	3604.999	2927.779	2850.762	4266.926	5538.679	5588.777	2220.06	1287.712	3139.01	3438.726	2562.947	2460.102	1889.526	3026.056	3192.86	2629.949	1826.138
"AT1G03090"	1547.727	2751.882	2318.628	1326.025	1121.394	437.458	782.865	717.054	1130.676	1191.779	1006.334	955.462	1236.884	916.05	750.45	659.036	1081.385	966.993	877.314	808.182	953.345	1001.403	1010.246	1161.376
"AT1G03100"	80	58.012	75.693	67	55.027	35	66.839	39	107.004	50.19	54.007	38	38	82	59	29	92	98.007	77.027	75	79.246	69.424	51	42
"AT1G03110"	128.281	135.893	119	132.262	96.979	109	79.29	53	152.03	112.17	96.039	89.002	100.26	161.903	98	65	290.005	251.016	141.068	161	308.908	310.141	229.276	173.003
"AT1G03130"	13858.602	15107.271	14215.129	8902.951	12129.308	14632.638	10188.927	9841.189	9163.414	11146.342	10882.484	5104.557	7459.458	9531.65	13166.773	6231.532	11140.338	11035.577	8620.934	9042.277	5921.329	6435.257	4865.012	6032.953
"AT1G03140"	1203.236	1516.513	1454.139	935.45	963.971	1133.729	650.461	810.969	1013.554	1170.702	736.498	672.975	793.963	1057.487	712.277	581.975	1472.291	1085.397	954.949	814.393	1079.316	1094.149	978.072	836.542
"AT1G03150"	350.62	321.23	294.555	308.246	310.171	515.555	237.691	330.984	228.311	304.95	363.812	274.471	314.035	279	312.756	306.001	323	365.879	323.988	263.254	355.338	281.712	229	260.592
"AT1G03160"	1335.214	1823.352	1479.032	969.597	918.07	511.167	1635.662	781.284	1382.666	985.952	951.18	848.583	940.812	1278.936	1545.168	591.941	1954.558	1659.598	1444.701	1998.99	1371.347	1604.791	1147.034	1029.148
"AT1G03180"	32	31	21	23	34.003	19	18.006	13	24.995	23.091	17	11	7	35	24	8	40	28.566	38.027	33	42.285	40	25	21
"AT1G03190"	265.554	342.712	318	242.072	200.923	130	281.902	167.825	275.384	193.528	170.818	185.972	220.941	295.021	236.319	230	360	246.001	261.788	267.369	263.036	258.001	228.844	169.356
"AT1G03200"	81.001	123	118	70.008	79	3	154.357	61.969	76.388	76.002	45	39.032	54.109	99	106.772	48	102	98.069	95.002	112.984	60.002	73.999	48	72.006
"AT1G03210"	669.923	739.72	676.727	394.451	319.657	544.561	336.328	62	267.915	353.046	112.555	46.003	63.156	478.869	365.155	57.008	604.201	500.405	387.763	437.072	309.085	283.338	210	208.384
"AT1G03220"	660.598	1065.565	1161.046	1161.006	807.498	681.564	637.602	319.222	603.72	566.866	668.707	632.224	757.99	369	356.357	343.699	407.628	391.513	323.094	391.782	752.851	920.406	906.071	984.38
"AT1G03230"	327.875	451.28	443.912	311.796	284.044	135.579	225.08	45	392.68	206.881	123.174	41.996	46.924	233.886	196.887	68.019	347.816	336.125	207.621	285.009	340.31	383.25	364.032	447.389
"AT1G03250"	641.333	780.917	712.009	663.358	645.392	765.952	628.769	900.641	929.806	704.869	896.676	717.037	869.312	742.646	775.932	798.247	1091.033	770.474	681.35	660.739	969.019	921.625	700.529	717.131
"AT1G03260"	200.43	227.276	237.083	214.038	190.319	189	197.098	148	249.309	211.341	162	108.943	145.027	232.587	207.47	116.523	242.094	290.754	242.289	216.974	220.965	226.795	193.194	155.32
"AT1G03270"	36	39	30	30	37	9	62.076	11	38	38.002	39.011	39.04	41.995	59	84	32	44	41.162	48	41	25	26.048	26	29
"AT1G03280"	1068.695	1371.87	1165.891	939.411	878.361	795.363	945.193	998.229	989.524	814.512	939.569	850.527	1028.447	1025.119	955.454	908.676	1222.313	969.103	950.022	1105.868	935.494	795.076	683.076	670.802
"AT1G03290"	2356.941	2410.521	2329.956	2006.634	1801.592	2177.125	1284.629	1396.268	1253.646	1723.904	1007.947	976.744	1087.376	1706.28	1612.443	1011.52	1917.729	1870.544	1828.863	1688.688	1226.117	1041.18	882.876	932.75
"AT1G03300"	120.009	124.019	140	79.029	79.344	53.044	56.016	6	130.24	87.385	14	16	17.024	199.099	80	9	129.147	100.217	215.41	87	47.005	47	37	22
"AT1G03310"	1141.942	1421.64	1175	960.684	1046.599	513.404	2518.272	1382.631	1911.905	1167.45	904.683	945.804	926.196	2539.325	2080.041	818.165	2637.661	2129.16	2755.906	2138.094	1312.224	1236.795	945.243	626.994
"AT1G03330"	646.781	608.258	557.121	518.483	525.719	1377.043	509.045	628.526	453.626	599.018	584.18	475.999	643.886	525.061	617.178	655.418	723.086	622.631	510.806	599.004	632.749	545.297	400.58	498.012
"AT1G03340"	96.176	86	109.137	65.001	55.023	92.054	84	18	86.056	54.997	50	32	41.56	97.292	128.091	35	103.857	97.869	93.27	126	80.995	67.998	50.004	54
"AT1G03350"	1007.574	1393.56	1326.965	1051.799	1003.952	1300.767	773.546	958.339	1110.695	1079.162	1131.648	1093.035	1238.093	1282.173	759.629	900.501	1392.356	1089.392	1155.562	759.634	971.018	930.412	789.557	731.719
"AT1G03360"	208.538	239.987	247.928	152.255	175.999	246	129.307	73	230.271	157.197	114.213	107	114.699	203.303	102	70	329.689	277.807	177.378	141	213.071	242.223	247	133.23
"AT1G03365"	570.586	738.292	675.807	477.977	459.336	412.008	503.661	521.898	552.115	458.354	345.845	397.152	463.003	553.185	428.851	400.075	636.329	618.062	585.079	591.13	552.764	491.718	402.108	416.484
"AT1G03370"	1709.829	2167.642	2137.547	1592.222	1257.75	639.504	1399.811	412	1401.824	1150.593	781.575	617.086	705.087	1449.547	933.626	500.84	1841.643	1410.82	1314.382	1789.383	1113.423	1243.913	991.105	968.727
"AT1G03380"	1622.779	2085.926	1957.727	1254.797	1260.905	720.01	1419.421	1432.664	1595.813	1369.287	939.054	1121.058	1334.85	1421.085	1597.76	1334.575	2155.547	1798.94	1519.247	1858.555	1285.691	1258.055	992.576	1043.429
"AT1G03400"	1907.56	2041.814	2045.366	1145.21	913.261	237.008	810.116	320.537	902.298	1124.561	555.437	346.183	451.048	1324.728	1191.447	229.244	1568.989	1311.609	1164.072	1085.915	672.376	508.344	468	376.174
"AT1G03410"	293.133	326	329.88	266.132	300.659	132.999	210.557	183	358.802	267.498	173.72	177.006	181.62	261.09	275.112	238	290.791	247.358	255.573	313.001	140.743	185.099	104	184.019
"AT1G03420"	154.557	189.912	177.905	160.685	140.477	331.371	197.221	86	197.625	180.577	130.207	106.583	88.053	249.162	296.136	124.004	223.038	194.138	260.6	350	182.652	153.042	132.118	211.031
"AT1G03430"	650.856	551.292	508.249	551.29	526.186	607.633	505.651	514.001	486.594	648.947	592.256	359.756	443.43	518.297	640.637	506.551	603.07	576.503	591.611	682.197	432.495	436.197	274	391.632
"AT1G03440"	517.65	562.258	494.001	419.194	426.187	240.369	499.364	335.013	386.748	313.349	538.75	361	384.027	413.437	510.173	306.305	429.412	356.839	374.051	575	303.086	252.833	244.844	224.134
"AT1G03457"	66.052	77	68	50	47.987	11	47.493	1	38.998	24	11	5	4	72	38	1	24.034	25.788	75	37	20	13	8	3
"AT1G03470"	144.04	144.002	134.949	113.085	117.024	173.13	131.002	98	109.385	92.747	63.049	68	86.858	109	77.317	80	90	69.321	110.999	84	55	57.816	20	39
"AT1G03475"	4584.361	5207.068	4905.469	3364.813	2962.826	3893.907	3933.424	2252.175	3420.55	3170.85	2811.75	2304.01	2704.915	4247.272	4085.324	2019.126	5627.648	4357.728	3837.613	4553.593	3625.249	3809.115	2893.992	2495.49
"AT1G03495"	425.017	428.239	426.293	895.521	1128.111	657.215	1513.233	1765.932	593.532	1502.387	4763.506	4332.046	5146.083	2373.324	1977.375	1701.604	999.834	635.503	2002.408	649.134	1673.636	1575.316	1115.309	549.332
"AT1G03510"	23	34	25	33.06	18.063	19	41	23	35.963	29	24	19	19	28	34.107	28	34	20.06	32	39	19.279	32	27	11
"AT1G03520"	484.652	646.804	528.589	299.61	332.505	210.004	343.326	263.973	505.421	378.225	262.437	308.007	332.256	394	463.002	312.768	379.016	410.546	399.924	459.308	377.189	402.699	331.089	530.122
"AT1G03530"	212.003	326.007	322.009	192.099	202.377	31	190.439	82	285.237	150.335	131.999	107.135	154.542	246.405	190.959	146.001	479.006	318.077	222.521	246.984	202.044	291.97	238.929	147
"AT1G03540"	25.01	37	38.43	27.999	22	0	22	5	27	4	11.014	12	10	37	14	11	33	18	22	33.005	13	20	26	9
"AT1G03545"	19	21	20	23	16	0	15.775	4	15	18	11	19	11	24	19	17	19	16.025	20	23	13	13	17	12
"AT1G03550"	423.237	476	441.8	280.757	311.046	220.666	438.186	219.889	450.632	357.148	190.052	130.003	196.595	373.517	413.774	337.176	465.494	436.223	420.034	540.909	369.327	373.194	260.06	418.163
"AT1G03560"	257.048	294.305	299.201	230.09	214.621	172.994	190.014	199.731	346.925	277.764	251.126	186.999	213.531	266.082	200	159	297.75	265.932	250.052	273	300.857	323.397	295.001	304
"AT1G03580"	137.153	177.96	163.526	114.055	116.182	162.061	26.797	1	227.091	207.035	21	4	8	67	43	0	163.525	169.931	73.935	97	363.651	502.83	357.755	434.862
"AT1G03590"	712.059	768.025	796.649	483.893	511.506	557.39	496.568	391.049	565.781	564.918	374.018	363.03	468.045	655.746	614.37	316.177	666.434	573.197	654.185	536.028	399.336	343.78	310.004	350.175
"AT1G03600"	3601.967	4111.945	3729.24	1841.152	1959.608	3478.109	4906.729	1861.733	2239.955	2152.457	3322.384	1677.205	2101.99	2730.77	5771.478	976.692	3778.69	3189.206	2588.261	6283.119	1889.723	2029.725	1418.559	3188.988
"AT1G03610"	708.257	788.573	789.911	498.398	557.464	413.065	1101.583	684.495	717.302	788.977	657.81	559.029	663.068	561.044	825.888	451.036	632.303	609.465	598.741	912.419	539.121	534.431	482.942	399.03
"AT1G03620"	35.048	36.782	27	14.004	25	29	16	28	16	26.899	23	20	15	10	36	25	37.18	20.237	16	22	26	23	18	7
"AT1G03630"	3479.625	4025.209	3872.655	2015.201	2067.803	2276.799	4339.479	1742.33	3168.821	2193.904	3535.813	2468.41	3003.201	4628.709	5020.192	894.447	4839.531	3672.209	4071.498	4899.791	2005.028	2202.247	1426.934	2041.464
"AT1G03650"	76.052	72	96	71.129	58.084	119.94	65.159	20	74.243	61	43	27	21	53	49.985	16.003	107	75.006	54	74	81.038	76.228	70	66.995
"AT1G03680"	7026.397	7994.178	7020.495	3919.209	4082.733	1370.763	9266.206	4491.014	5257.946	4908.949	6883.438	4235.126	5851.498	6380.588	10317.777	2833.532	8320.066	7229.228	5924.198	10824.997	4611.085	4883.726	3337.634	4939.201
"AT1G03687"	209.451	224.427	232	173.252	147.625	116.017	230.422	150	207.435	158.135	154.07	122.001	162.867	240.33	192.061	169.023	303	222.986	210	221.837	173.967	230.004	154.978	108.008
"AT1G03730"	263.11	269.045	286.054	566.278	434.083	546.628	413.64	205.667	513.062	342.663	232.12	130.007	175.083	357.034	391.686	264.112	342.196	430.843	364.247	397.936	304.301	308.107	211	298.728
"AT1G03740"	4149.711	5039.202	5094.006	4868.436	3719.251	1228.628	3922.748	1657.986	4764.664	3601.727	3697.298	2559.785	3012.852	3577.938	2667.29	2389.881	5811.702	5429.866	3498.292	4955.75	4359.738	4960.684	3776.591	3408.41
"AT1G03750"	266.881	314.023	277.079	200.174	175.974	76.064	217.102	159	207.888	179.71	128.091	159.998	170.282	233.004	212.141	156	279	215.259	219.458	203.022	231.17	211.083	154	134.526
"AT1G03760"	280.424	310.001	320.862	257.527	256.538	123	182.906	97	235.152	231.6	129.175	96.873	120.006	248	181.055	115	432	273.425	265.281	219	282.001	251	222	172.19
"AT1G03770"	143.342	161	141.524	133.549	119.384	90	78.511	74.09	144.748	138.639	91.978	63	70.169	121	89	49	255.898	165.001	117.076	128.932	194.858	164.12	138.081	120.087
"AT1G03780"	24	40	29	28	20	2	25	4	31	24.013	44	43	27	52	20	6	66	34.004	51	30	25	19	12	3
"AT1G03800"	11	17	9	10.875	10	18	11	16	14.363	7	27	10.078	39	11	18	4	19	13.591	11.009	5	12	18	21	5
"AT1G03820"	190.698	311.833	154	336.975	384.07	383.446	231.671	485.874	151.311	187.722	334.007	204.869	272.336	287.949	512.669	100.513	251.025	204.177	359.07	146	116.465	54	59	47
"AT1G03830"	126.146	183.111	159.996	80	88.141	96.069	152.083	32	171.127	90.327	72	50	52	159.016	100.507	26	220	162.873	187.169	178	113	154	114	58
"AT1G03840"	28	42	18	16	24.467	24	26	46.967	33.004	46.004	41.048	49.188	50	59	24.999	61	38	26	33	12	17.973	14	9	10
"AT1G03850"	973.793	1092.343	1318.723	701.061	386.709	678.05	31.353	6	133.549	142.182	35	28	25.079	170.843	92	44	324.172	344.635	137.096	102.01	647.29	724.59	539.141	226.277
"AT1G03860"	1216.706	1460.92	1405.76	1148.567	1050.136	465.013	1159.303	892.031	1266.587	1139.858	1108.096	1000.949	1181.27	1376.364	1203.245	1084.574	2413.301	1875.951	1221.89	1433.287	1962.387	2216.294	1691.282	1300.668
"AT1G03870"	1616.569	2218.081	2007.37	863.826	887.237	1294.476	1295.665	279.001	1692.77	962.923	702.685	632.041	715.855	2569.281	1569.531	1639.746	1382.612	1112.76	2390.25	1765.511	652.223	780.061	616.736	755.534
"AT1G03900"	2062.451	2715.135	2651.128	1940.452	1753.253	942.719	1683.955	1442.61	2084.585	2004.563	1476.98	1314.115	1585.29	2165.275	1695.368	1603.586	2888.615	2255.791	1898.889	2054.955	2117.206	2288.594	1777.853	1697.431
"AT1G03905"	98.96	127.029	125	74.18	71.336	73	73.642	36	120.131	82.019	74.176	80.038	88.91	98	91.998	61.414	177.044	116.027	86	94	166.176	153	138.018	134.245
"AT1G03910"	947.74	1338.908	1200.392	895.556	868.922	1004.111	965.288	951.993	1075.945	913.03	736.053	745.019	763.364	1145.562	957.981	716.061	1455.992	1019.201	1015.485	1092.672	948.137	888.792	880.572	762.143
"AT1G03930"	689.668	783.75	808.398	618.183	523.055	104	895.806	811.531	577.308	518.329	600.004	567.338	708.542	733.844	862.503	833.77	851.676	758.346	768.516	1073.879	743.302	668.694	549.764	730.852
"AT1G03940"	342.908	451.52	447.889	759.645	1032.966	320.336	1066.904	1706.271	612.704	1303.155	4300.98	4377.319	4920.599	2172.691	1419.313	1370.707	880.196	519.334	1826.942	420.682	1060.259	1074.676	688.388	454.666
"AT1G03950"	444.545	508.351	487.06	387.732	392.139	405.61	506.527	809.249	382.72	447.135	543.156	479.581	566.232	413.644	561.457	612.496	543.807	428.853	370.716	530.111	435.541	413.239	291.999	384.588
"AT1G03960"	259.734	310.485	311.054	266.078	244.439	64	395.607	293	292.099	240.227	212.873	208	201.818	287.01	363.521	279.074	363.158	369.241	285.725	400	274.29	301.07	237.006	245.109
"AT1G03970"	697.356	794.035	753.613	704.338	714.593	841.842	856.576	745.482	793.871	745.486	564.649	441.114	469.778	827.863	751.282	447.301	874.433	759.584	746.255	824.263	508.7	444.458	428.113	437.935
"AT1G03990"	2	4	2	9	6	5	8	75	0.981	7	87.002	102.484	137.195	1	7	56.283	0	0	0	10	5	2	5	9
"AT1G04000"	573.617	733.982	598.93	421.398	472.724	313.002	271.06	302.918	433.044	436.053	502.339	363.991	427.575	478.08	270.202	435.561	458.928	407.282	437.078	307.45	361.795	328.346	258	294.517
"AT1G04010"	302.237	372	282.131	274.917	274.029	74	290.158	191.525	368.452	283.038	238.574	197.762	237.685	356	308.812	209	405.048	349.183	357.326	355.247	316.579	302.045	221.149	248.964
"AT1G04020"	133.577	149.946	145.001	154.958	129.223	15	67.516	64.023	213.146	137.093	89.11	101.998	93.178	200.001	73.786	62	383.779	332.364	172.113	235.574	290.667	286.044	174	117
"AT1G04030"	85	79	92.004	46.856	70.997	31	67.089	37.001	73.529	74.876	63.239	78.489	99.4	75	96	43.008	92.056	106.069	89.313	79	53	47	43	30.019
"AT1G04040"	1795.666	2153.702	2387.291	1534.781	1497.367	878.23	734.065	96	3306.757	1348.493	160.939	26	46.898	2810.913	755.467	27	3988.014	2630.999	2472.379	1229.24	2811.342	3027.532	2350.561	1341.338
"AT1G04050"	46.896	61.035	49.004	37.007	25.165	35	51.529	9	91.013	34.005	4.667	1	5	86.023	54.001	2	80	63.034	88	59	24	24	20	27
"AT1G04070"	156.016	162.299	152	105.828	120.658	347.985	94.149	147.347	157.411	136.625	165.206	132.098	156.041	148.027	138.033	112.035	194.004	152.684	146.479	155.194	197.998	160	112	125.305
"AT1G04080"	2012.57	2573.499	2443.862	1896.892	1679.697	439.057	2145.335	1777.146	2207.259	1659.13	1653.52	1460.297	1870.428	2024.362	2145.126	1966.974	2892.395	2354.883	1969.322	2455.228	1818.132	2165.88	1697.995	1388.945
"AT1G04100"	192.026	210.014	224	254.594	230.693	136.304	86.22	108.267	79.896	178.134	197.321	131.176	162.015	119	77	142.233	210.587	139.472	125.339	112.648	194.05	199.661	158	117
"AT1G04120"	1986.187	2636.514	2433.698	1749.767	1736.25	1163.163	1530.438	2086.472	1369.52	1675.536	1921.921	2381.631	2468.925	1395.289	1456.605	2421.735	2105.683	1643.033	1692.016	1539.567	1746.342	1644.953	1328.078	1268.925
"AT1G04130"	218.55	276.738	249	210.437	224.123	186.252	207.574	162	235.634	272.72	180.535	170.547	207.085	309.508	191.122	204.334	344.001	353.086	278.693	238.225	271.52	253.993	227	189.446
"AT1G04140"	2601.267	3519.616	3288.77	2290.257	2277.389	854.063	2483.822	1697.971	2872.302	2171.043	1736.286	1889.004	2102.855	2589.396	2230.135	1831.471	3534.49	2859.809	2438.427	2662.074	2571.512	2953.71	2238.777	1670.232
